ranking_year,semester,ranking_date,rank,team,team_norm,acronym,total_points,previous_points,diff_points
2013,2,2013-12-31,4,Colombia,colombia,COL,1200.0,1200.0,0.0
2013,2,2013-12-31,5,Portugal,portugal,POR,1172.0,1172.0,0.0
2013,2,2013-12-31,6,Uruguay,uruguay,URU,1132.0,1132.0,0.0
2013,2,2013-12-31,7,Italy,italy,ITA,1120.0,1120.0,0.0
2013,2,2013-12-31,8,Switzerland,switzerland,SUI,1113.0,1113.0,0.0
2013,2,2013-12-31,9,Netherlands,netherlands,NED,1106.0,1106.0,0.0
2013,2,2013-12-31,10,Brazil,brazil,BRA,1102.0,1102.0,0.0
2013,2,2013-12-31,11,Belgium,belgium,BEL,1098.0,1098.0,0.0
2013,2,2013-12-31,12,Greece,greece,GRE,1055.0,1055.0,0.0
2013,2,2013-12-31,13,England,england,ENG,1041.0,1041.0,0.0
2013,2,2013-12-31,14,USA,united states,USA,1019.0,1019.0,0.0
2013,2,2013-12-31,15,Chile,chile,CHI,1014.0,1014.0,0.0
2013,2,2013-12-31,16,Croatia,croatia,CRO,971.0,971.0,0.0
2013,2,2013-12-31,17,Côte d'Ivoire,côte divoire,CIV,918.0,918.0,0.0
2013,2,2013-12-31,18,Ukraine,ukraine,UKR,907.0,907.0,0.0
2013,2,2013-12-31,19,Bosnia and Herzegovina,bosnia and herzegovina,BIH,899.0,886.0,13.0
2013,2,2013-12-31,20,France,france,FRA,893.0,893.0,0.0
2013,2,2013-12-31,21,Mexico,mexico,MEX,892.0,892.0,0.0
2013,2,2013-12-31,22,Russia,russia,RUS,870.0,870.0,0.0
2013,2,2013-12-31,23,Ecuador,ecuador,ECU,852.0,852.0,0.0
2013,2,2013-12-31,24,Ghana,ghana,GHA,849.0,849.0,0.0
2013,2,2013-12-31,25,Denmark,denmark,DEN,831.0,831.0,0.0
2013,2,2013-12-31,26,Algeria,algeria,ALG,800.0,800.0,0.0
2013,2,2013-12-31,27,Sweden,sweden,SWE,793.0,793.0,0.0
2013,2,2013-12-31,28,Czech Republic,czechia,CZE,766.0,766.0,0.0
2013,2,2013-12-31,29,Slovenia,slovenia,SVN,762.0,762.0,0.0
2013,2,2013-12-31,30,Serbia,serbia,SRB,752.0,752.0,0.0
2013,2,2013-12-31,31,Costa Rica,costa rica,CRC,741.0,738.0,3.0
2013,2,2013-12-31,32,Romania,romania,ROU,734.0,734.0,0.0
2013,2,2013-12-31,33,IR Iran,iran,IRN,720.0,650.0,70.0
2013,2,2013-12-31,34,Scotland,scotland,SCO,717.0,717.0,0.0
2013,2,2013-12-31,35,Armenia,armenia,ARM,716.0,716.0,0.0
2013,2,2013-12-31,36,Venezuela,venezuela,VEN,711.0,711.0,0.0
2013,2,2013-12-31,37,Nigeria,nigeria,NGA,710.0,710.0,0.0
2013,2,2013-12-31,38,Panama,panama,PAN,705.0,705.0,0.0
2013,2,2013-12-31,39,Cape Verde Islands,cape verde,CPV,698.0,698.0,0.0
2013,2,2013-12-31,39,Peru,peru,PER,698.0,698.0,0.0
2013,2,2013-12-31,41,Egypt,egypt,EGY,695.0,699.0,-4.0
2013,2,2013-12-31,42,Honduras,honduras,HON,690.0,688.0,2.0
2013,2,2013-12-31,43,Turkey,turkey,TUR,677.0,677.0,0.0
2013,2,2013-12-31,44,Hungary,hungary,HUN,668.0,668.0,0.0
2013,2,2013-12-31,45,Mali,mali,MLI,664.0,684.0,-20.0
2013,2,2013-12-31,46,Austria,austria,AUT,648.0,648.0,0.0
2013,2,2013-12-31,47,Japan,japan,JPN,638.0,638.0,0.0
2013,2,2013-12-31,48,Tunisia,tunisia,TUN,632.0,632.0,0.0
2013,2,2013-12-31,49,Iceland,iceland,ISL,624.0,624.0,0.0
2013,2,2013-12-31,50,Cameroon,cameroon,CMR,615.0,612.0,3.0
2013,2,2013-12-31,51,Paraguay,paraguay,PAR,600.0,600.0,0.0
2013,2,2013-12-31,52,Montenegro,montenegro,MNE,594.0,594.0,0.0
2013,2,2013-12-31,53,Burkina Faso,burkina faso,BFA,591.0,569.0,22.0
2013,2,2013-12-31,54,Korea Republic,south korea,KOR,577.0,577.0,0.0
2013,2,2013-12-31,54,Norway,norway,NOR,577.0,577.0,0.0
2013,2,2013-12-31,56,Wales,wales,WAL,574.0,574.0,0.0
2013,2,2013-12-31,57,Albania,albania,ALB,571.0,571.0,0.0
2013,2,2013-12-31,58,Australia,australia,AUS,565.0,564.0,1.0
2013,2,2013-12-31,59,Libya,libya,LBY,558.0,544.0,14.0
2013,2,2013-12-31,60,Slovakia,slovakia,SVK,557.0,557.0,0.0
2013,2,2013-12-31,61,Guinea,guinea,GUI,555.0,534.0,21.0
2013,2,2013-12-31,62,South Africa,south africa,RSA,554.0,554.0,0.0
2013,2,2013-12-31,63,Israel,israel,ISR,548.0,548.0,0.0
2013,2,2013-12-31,64,Finland,finland,FIN,539.0,539.0,0.0
2013,2,2013-12-31,65,Senegal,senegal,SEN,536.0,536.0,0.0
2013,2,2013-12-31,65,Jordan,jordan,JOR,536.0,511.0,25.0
2013,2,2013-12-31,67,Republic of Ireland,ireland,IRL,528.0,528.0,0.0
2013,2,2013-12-31,68,Uzbekistan,uzbekistan,UZB,526.0,526.0,0.0
2013,2,2013-12-31,69,Zambia,zambia,ZAM,523.0,505.0,18.0
2013,2,2013-12-31,70,Bolivia,bolivia,BOL,519.0,519.0,0.0
2013,2,2013-12-31,71,United Arab Emirates,united arab emirates,UAE,507.0,508.0,-1.0
2013,2,2013-12-31,72,Togo,togo,TOG,504.0,480.0,24.0
2013,2,2013-12-31,73,Morocco,morocco,MAR,490.0,490.0,0.0
2013,2,2013-12-31,74,Bulgaria,bulgaria,BUL,486.0,486.0,0.0
2013,2,2013-12-31,75,Sierra Leone,sierra leone,SLE,471.0,493.0,-22.0
2013,2,2013-12-31,76,Poland,poland,POL,461.0,473.0,-12.0
2013,2,2013-12-31,77,Gabon,gabon,GAB,453.0,453.0,0.0
2013,2,2013-12-31,78,Trinidad and Tobago,trinidad and tobago,TRI,441.0,458.0,-17.0
2013,2,2013-12-31,79,Haiti,haiti,HAI,440.0,495.0,-55.0
2013,2,2013-12-31,80,Jamaica,jamaica,JAM,439.0,441.0,-2.0
2013,2,2013-12-31,81,Belarus,belarus,BLR,431.0,431.0,0.0
2013,2,2013-12-31,82,Congo DR,congo dr,COD,427.0,427.0,0.0
2013,2,2013-12-31,83,FYR Macedonia,fyr macedonia,MKD,425.0,421.0,4.0
2013,2,2013-12-31,84,Congo,congo,CGO,421.0,421.0,0.0
2013,2,2013-12-31,85,Oman,oman,OMA,408.0,389.0,19.0
2013,2,2013-12-31,86,Uganda,uganda,UGA,402.0,417.0,-15.0
2013,2,2013-12-31,87,Saudi Arabia,saudi arabia,KSA,391.0,352.0,39.0
2013,2,2013-12-31,88,Angola,angola,ANG,384.0,382.0,2.0
2013,2,2013-12-31,89,Northern Ireland,northern ireland,NIR,381.0,381.0,0.0
2013,2,2013-12-31,90,New Zealand,new zealand,NZL,378.0,378.0,0.0
2013,2,2013-12-31,90,El Salvador,el salvador,SLV,378.0,378.0,0.0
2013,2,2013-12-31,92,China PR,china,CHN,376.0,376.0,0.0
2013,2,2013-12-31,93,Ethiopia,ethiopia,ETH,374.0,376.0,-2.0
2013,2,2013-12-31,94,Azerbaijan,azerbaijan,AZE,363.0,363.0,0.0
2013,2,2013-12-31,94,Estonia,estonia,EST,363.0,360.0,3.0
2013,2,2013-12-31,96,Moldova,moldova,MDA,359.0,359.0,0.0
2013,2,2013-12-31,97,Botswana,botswana,BOT,357.0,357.0,0.0
2013,2,2013-12-31,98,Liberia,liberia,LBR,354.0,312.0,42.0
2013,2,2013-12-31,99,Benin,benin,BEN,342.0,342.0,0.0
2013,2,2013-12-31,100,Cuba,cuba,CUB,334.0,641.0,-307.0
2013,2,2013-12-31,101,Georgia,georgia,GEO,330.0,330.0,0.0
2013,2,2013-12-31,102,Lithuania,lithuania,LTU,326.0,326.0,0.0
2013,2,2013-12-31,103,Qatar,qatar,QAT,325.0,320.0,5.0
2013,2,2013-12-31,104,Niger,niger,NIG,318.0,318.0,0.0
2013,2,2013-12-31,105,Kuwait,kuwait,KUW,315.0,310.0,5.0
2013,2,2013-12-31,106,Central African Republic,central african republic,CTA,310.0,310.0,0.0
2013,2,2013-12-31,107,Zimbabwe,zimbabwe,ZIM,299.0,310.0,-11.0
2013,2,2013-12-31,108,Equatorial Guinea,equatorial guinea,EQG,294.0,294.0,0.0
2013,2,2013-12-31,109,Kenya,kenya,KEN,293.0,281.0,12.0
2013,2,2013-12-31,110,Iraq,iraq,IRQ,292.0,299.0,-7.0
2013,2,2013-12-31,110,Bahrain,bahrain,BHR,292.0,275.0,17.0
2013,2,2013-12-31,112,Canada,canada,CAN,291.0,291.0,0.0
2013,2,2013-12-31,113,Guatemala,guatemala,GUA,287.0,287.0,0.0
2013,2,2013-12-31,114,Tajikistan,tajikistan,TJK,286.0,286.0,0.0
2013,2,2013-12-31,115,Dominican Republic,dominican republic,DOM,282.0,384.0,-102.0
2013,2,2013-12-31,116,Malawi,malawi,MWI,272.0,270.0,2.0
2013,2,2013-12-31,116,Latvia,latvia,LVA,272.0,272.0,0.0
2013,2,2013-12-31,118,Mozambique,mozambique,MOZ,264.0,271.0,-7.0
2013,2,2013-12-31,119,Sudan,sudan,SDN,259.0,218.0,41.0
2013,2,2013-12-31,120,Tanzania,tanzania,TAN,256.0,243.0,13.0
2013,2,2013-12-31,121,New Caledonia,new caledonia,NCL,249.0,249.0,0.0
2013,2,2013-12-31,121,Lebanon,lebanon,LIB,249.0,248.0,1.0
2013,2,2013-12-31,123,Luxembourg,luxembourg,LUX,243.0,243.0,0.0
2013,2,2013-12-31,124,Burundi,burundi,BDI,239.0,293.0,-54.0
2013,2,2013-12-31,125,Namibia,namibia,NAM,237.0,240.0,-3.0
2013,2,2013-12-31,126,Cyprus,cyprus,CYP,229.0,229.0,0.0
2013,2,2013-12-31,127,Philippines,philippines,PHI,219.0,204.0,15.0
2013,2,2013-12-31,128,Kazakhstan,kazakhstan,KAZ,216.0,216.0,0.0
2013,2,2013-12-31,129,Syria,syria,SYR,207.0,200.0,7.0
2013,2,2013-12-31,130,Myanmar,myanmar,MYA,204.0,184.0,20.0
2013,2,2013-12-31,131,Gambia,gambia,GAM,202.0,202.0,0.0
2013,2,2013-12-31,132,Malta,malta,MLT,198.0,198.0,0.0
2013,2,2013-12-31,133,Rwanda,rwanda,RWA,197.0,229.0,-32.0
2013,2,2013-12-31,133,Suriname,suriname,SUR,197.0,186.0,11.0
2013,2,2013-12-31,135,Turkmenistan,turkmenistan,TKM,195.0,195.0,0.0
2013,2,2013-12-31,136,Grenada,grenada,GRN,194.0,218.0,-24.0
2013,2,2013-12-31,137,Palestine,palestine,PLE,192.0,173.0,19.0
2013,2,2013-12-31,138,Lesotho,lesotho,LES,187.0,187.0,0.0
2013,2,2013-12-31,138,Korea DPR,korea dpr,PRK,187.0,292.0,-105.0
2013,2,2013-12-31,140,Afghanistan,afghanistan,AFG,184.0,226.0,-42.0
2013,2,2013-12-31,140,Hong Kong,hong kong,HKG,184.0,158.0,26.0
2013,2,2013-12-31,142,Mauritania,mauritania,MTN,180.0,158.0,22.0
2013,2,2013-12-31,143,Tahiti,tahiti,TAH,179.0,179.0,0.0
2013,2,2013-12-31,144,Vietnam,vietnam,VIE,167.0,132.0,35.0
2013,2,2013-12-31,145,Antigua and Barbuda,antigua and barbuda,ATG,164.0,299.0,-135.0
2013,2,2013-12-31,146,Thailand,thailand,THA,162.0,173.0,-11.0
2013,2,2013-12-31,147,St. Lucia,st lucia,LCA,155.0,129.0,26.0
2013,2,2013-12-31,147,Kyrgyz Republic,kyrgyz republic,KGZ,155.0,155.0,0.0
2013,2,2013-12-31,149,St. Kitts and Nevis,st kitts and nevis,SKN,150.0,150.0,0.0
2013,2,2013-12-31,150,Guyana,guyana,GUY,149.0,146.0,3.0
2013,2,2013-12-31,150,Singapore,singapore,SGP,149.0,140.0,9.0
2013,2,2013-12-31,152,Laos,laos,LAO,144.0,120.0,24.0
2013,2,2013-12-31,153,St. Vincent / Grenadines,st vincent grenadines,VIN,142.0,142.0,0.0
2013,2,2013-12-31,154,Liechtenstein,liechtenstein,LIE,141.0,141.0,0.0
2013,2,2013-12-31,154,Puerto Rico,puerto rico,PUR,141.0,141.0,0.0
2013,2,2013-12-31,154,Malaysia,malaysia,MAS,141.0,132.0,9.0
2013,2,2013-12-31,154,India,india,IND,141.0,149.0,-8.0
2013,2,2013-12-31,158,Sao Tome e Principe,sao tome e principe,STP,139.0,139.0,0.0
2013,2,2013-12-31,159,Belize,belize,BLZ,136.0,136.0,0.0
2013,2,2013-12-31,160,Nicaragua,nicaragua,NCA,130.0,130.0,0.0
2013,2,2013-12-31,161,Guam,guam,GUM,123.0,93.0,30.0
2013,2,2013-12-31,161,Indonesia,indonesia,IDN,123.0,122.0,1.0
2013,2,2013-12-31,163,Maldives,maldives,MDV,120.0,147.0,-27.0
2013,2,2013-12-31,164,Chad,chad,CHA,116.0,116.0,0.0
2013,2,2013-12-31,164,Bangladesh,bangladesh,BAN,116.0,137.0,-21.0
2013,2,2013-12-31,166,Barbados,barbados,BRB,101.0,101.0,0.0
2013,2,2013-12-31,167,Chinese Taipei,chinese taipei,TPE,95.0,81.0,14.0
2013,2,2013-12-31,167,Dominica,dominica,DMA,95.0,67.0,28.0
2013,2,2013-12-31,169,Sri Lanka,sri lanka,SRI,90.0,108.0,-18.0
2013,2,2013-12-31,170,Aruba,aruba,ARU,87.0,82.0,5.0
2013,2,2013-12-31,170,Faroe Islands,faroe islands,FRO,87.0,87.0,0.0
2013,2,2013-12-31,172,Solomon Islands,solomon islands,SOL,86.0,86.0,0.0
2013,2,2013-12-31,172,Nepal,nepal,NEP,86.0,113.0,-27.0
2013,2,2013-12-31,172,Pakistan,pakistan,PAK,86.0,107.0,-21.0
2013,2,2013-12-31,175,Bermuda,bermuda,BER,83.0,83.0,0.0
2013,2,2013-12-31,176,Seychelles,seychelles,SEY,67.0,15.0,52.0
2013,2,2013-12-31,177,Mauritius,mauritius,MRI,66.0,62.0,4.0
2013,2,2013-12-31,178,Curacao,curacao,CUW,65.0,67.0,-2.0
2013,2,2013-12-31,179,Yemen,yemen,YEM,54.0,64.0,-10.0
2013,2,2013-12-31,180,Vanuatu,vanuatu,VAN,53.0,53.0,0.0
2013,2,2013-12-31,181,Mongolia,mongolia,MNG,49.0,49.0,0.0
2013,2,2013-12-31,182,Fiji,fiji,FIJ,47.0,47.0,0.0
2013,2,2013-12-31,183,Samoa,samoa,SAM,45.0,45.0,0.0
2013,2,2013-12-31,184,Guinea-Bissau,guineabissau,GNB,42.0,42.0,0.0
2013,2,2013-12-31,185,Bahamas,bahamas,BAH,40.0,40.0,0.0
2013,2,2013-12-31,186,Swaziland,swaziland,SWZ,37.0,37.0,0.0
2013,2,2013-12-31,187,Madagascar,madagascar,MAD,33.0,33.0,0.0
2013,2,2013-12-31,187,Montserrat,montserrat,MSR,33.0,33.0,0.0
2013,2,2013-12-31,189,Cambodia,cambodia,CAM,28.0,28.0,0.0
2013,2,2013-12-31,190,Brunei Darussalam,brunei darussalam,BRU,26.0,26.0,0.0
2013,2,2013-12-31,190,Timor-Leste,timorleste,TLS,26.0,26.0,0.0
2013,2,2013-12-31,190,Tonga,tonga,TGA,26.0,26.0,0.0
2013,2,2013-12-31,193,US Virgin Islands,us virgin islands,VIR,23.0,23.0,0.0
2013,2,2013-12-31,194,Cayman Islands,cayman islands,CAY,21.0,21.0,0.0
2013,2,2013-12-31,194,Papua New Guinea,papua new guinea,PNG,21.0,21.0,0.0
2013,2,2013-12-31,196,British Virgin Islands,british virgin islands,VGB,18.0,18.0,0.0
2013,2,2013-12-31,196,American Samoa,american samoa,ASA,18.0,18.0,0.0
2013,2,2013-12-31,198,Comoros,comoros,COM,17.0,22.0,-5.0
2013,2,2013-12-31,198,Andorra,andorra,AND,17.0,17.0,0.0
2013,2,2013-12-31,200,Eritrea,eritrea,ERI,11.0,16.0,-5.0
2013,2,2013-12-31,201,South Sudan,south sudan,SSD,10.0,10.0,0.0
2013,2,2013-12-31,201,Macau,macau,MAC,10.0,10.0,0.0
2013,2,2013-12-31,203,Somalia,somalia,SOM,8.0,6.0,2.0
2013,2,2013-12-31,204,Djibouti,djibouti,DJI,6.0,8.0,-2.0
2013,2,2013-12-31,205,Cook Islands,cook islands,COK,5.0,5.0,0.0
2013,2,2013-12-31,206,Anguilla,anguilla,AIA,3.0,3.0,0.0
2013,2,2013-12-31,207,Bhutan,bhutan,BHU,0.0,0.0,0.0
2013,2,2013-12-31,207,San Marino,san marino,SMR,0.0,0.0,0.0
2013,2,2013-12-31,207,Turks and Caicos Islands,turks and caicos islands,TCA,0.0,0.0,0.0
2014,1,2014-06-30,1,Germany,germany,GER,1724.0,1300.0,424.0
2014,1,2014-06-30,2,Argentina,argentina,ARG,1606.0,1175.0,431.0
2014,1,2014-06-30,3,Netherlands,netherlands,NED,1496.0,981.0,515.0
2014,1,2014-06-30,4,Colombia,colombia,COL,1492.0,1137.0,355.0
2014,1,2014-06-30,5,Belgium,belgium,BEL,1401.0,1074.0,327.0
2014,1,2014-06-30,6,Uruguay,uruguay,URU,1330.0,1147.0,183.0
2014,1,2014-06-30,7,Brazil,brazil,BRA,1241.0,1242.0,-1.0
2014,1,2014-06-30,8,Spain,spain,ESP,1229.0,1485.0,-256.0
2014,1,2014-06-30,9,Switzerland,switzerland,SUI,1216.0,1149.0,67.0
2014,1,2014-06-30,10,France,france,FRA,1202.0,913.0,289.0
2014,1,2014-06-30,11,Portugal,portugal,POR,1148.0,1189.0,-41.0
2014,1,2014-06-30,12,Chile,chile,CHI,1098.0,1026.0,72.0
2014,1,2014-06-30,13,Greece,greece,GRE,1091.0,1064.0,27.0
2014,1,2014-06-30,14,Italy,italy,ITA,1056.0,1104.0,-48.0
2014,1,2014-06-30,15,USA,united states,USA,989.0,1035.0,-46.0
2014,1,2014-06-30,16,Costa Rica,costa rica,CRC,986.0,762.0,224.0
2014,1,2014-06-30,17,Croatia,croatia,CRO,955.0,903.0,52.0
2014,1,2014-06-30,18,Mexico,mexico,MEX,930.0,882.0,48.0
2014,1,2014-06-30,19,Bosnia and Herzegovina,bosnia and herzegovina,BIH,917.0,873.0,44.0
2014,1,2014-06-30,20,England,england,ENG,911.0,1090.0,-179.0
2014,1,2014-06-30,21,Ecuador,ecuador,ECU,901.0,791.0,110.0
2014,1,2014-06-30,22,Ukraine,ukraine,UKR,898.0,915.0,-17.0
2014,1,2014-06-30,23,Russia,russia,RUS,897.0,893.0,4.0
2014,1,2014-06-30,24,Algeria,algeria,ALG,872.0,858.0,14.0
2014,1,2014-06-30,25,Côte d'Ivoire,côte divoire,CIV,850.0,809.0,41.0
2014,1,2014-06-30,26,Denmark,denmark,DEN,807.0,809.0,-2.0
2014,1,2014-06-30,27,Scotland,scotland,SCO,734.0,786.0,-52.0
2014,1,2014-06-30,28,Romania,romania,ROU,733.0,761.0,-28.0
2014,1,2014-06-30,29,Sweden,sweden,SWE,724.0,741.0,-17.0
2014,1,2014-06-30,30,Venezuela,venezuela,VEN,720.0,672.0,48.0
2014,1,2014-06-30,31,Serbia,serbia,SRB,717.0,745.0,-28.0
2014,1,2014-06-30,32,Turkey,turkey,TUR,714.0,722.0,-8.0
2014,1,2014-06-30,33,Panama,panama,PAN,684.0,743.0,-59.0
2014,1,2014-06-30,34,Nigeria,nigeria,NGA,664.0,640.0,24.0
2014,1,2014-06-30,35,Czech Republic,czechia,CZE,646.0,724.0,-78.0
2014,1,2014-06-30,36,Egypt,egypt,EGY,645.0,715.0,-70.0
2014,1,2014-06-30,37,Slovenia,slovenia,SVN,644.0,800.0,-156.0
2014,1,2014-06-30,38,Hungary,hungary,HUN,642.0,624.0,18.0
2014,1,2014-06-30,38,Ghana,ghana,GHA,642.0,704.0,-62.0
2014,1,2014-06-30,40,Honduras,honduras,HON,637.0,731.0,-94.0
2014,1,2014-06-30,41,Armenia,armenia,ARM,635.0,682.0,-47.0
2014,1,2014-06-30,42,Tunisia,tunisia,TUN,621.0,612.0,9.0
2014,1,2014-06-30,43,Austria,austria,AUT,614.0,643.0,-29.0
2014,1,2014-06-30,44,Wales,wales,WAL,606.0,644.0,-38.0
2014,1,2014-06-30,45,Japan,japan,JPN,604.0,626.0,-22.0
2014,1,2014-06-30,46,Slovakia,slovakia,SVK,588.0,591.0,-3.0
2014,1,2014-06-30,47,Iceland,iceland,ISL,570.0,566.0,4.0
2014,1,2014-06-30,48,Paraguay,paraguay,PAR,566.0,575.0,-9.0
2014,1,2014-06-30,49,IR Iran,iran,IRN,563.0,641.0,-78.0
2014,1,2014-06-30,50,Montenegro,montenegro,MNE,559.0,574.0,-15.0
2014,1,2014-06-30,51,Guinea,guinea,GUI,555.0,566.0,-11.0
2014,1,2014-06-30,52,Uzbekistan,uzbekistan,UZB,523.0,539.0,-16.0
2014,1,2014-06-30,53,Norway,norway,NOR,520.0,562.0,-42.0
2014,1,2014-06-30,53,Cameroon,cameroon,CMR,520.0,558.0,-38.0
2014,1,2014-06-30,55,Finland,finland,FIN,508.0,532.0,-24.0
2014,1,2014-06-30,56,Korea Republic,south korea,KOR,501.0,547.0,-46.0
2014,1,2014-06-30,57,Jordan,jordan,JOR,500.0,510.0,-10.0
2014,1,2014-06-30,58,Burkina Faso,burkina faso,BFA,495.0,538.0,-43.0
2014,1,2014-06-30,59,Peru,peru,PER,487.0,627.0,-140.0
2014,1,2014-06-30,60,Mali,mali,MLI,483.0,547.0,-64.0
2014,1,2014-06-30,61,Poland,poland,POL,478.0,474.0,4.0
2014,1,2014-06-30,62,Senegal,senegal,SEN,476.0,451.0,25.0
2014,1,2014-06-30,63,Libya,libya,LBY,471.0,498.0,-27.0
2014,1,2014-06-30,64,Sierra Leone,sierra leone,SLE,469.0,565.0,-96.0
2014,1,2014-06-30,65,United Arab Emirates,united arab emirates,UAE,466.0,460.0,6.0
2014,1,2014-06-30,66,South Africa,south africa,RSA,450.0,496.0,-46.0
2014,1,2014-06-30,67,Albania,albania,ALB,444.0,495.0,-51.0
2014,1,2014-06-30,67,Israel,israel,ISR,444.0,444.0,0.0
2014,1,2014-06-30,69,Oman,oman,OMA,443.0,420.0,23.0
2014,1,2014-06-30,70,Republic of Ireland,ireland,IRL,440.0,473.0,-33.0
2014,1,2014-06-30,71,Bolivia,bolivia,BOL,429.0,483.0,-54.0
2014,1,2014-06-30,72,Bulgaria,bulgaria,BUL,425.0,425.0,0.0
2014,1,2014-06-30,73,Azerbaijan,azerbaijan,AZE,410.0,396.0,14.0
2014,1,2014-06-30,74,FYR Macedonia,fyr macedonia,MKD,406.0,419.0,-13.0
2014,1,2014-06-30,75,Cape Verde Islands,cape verde,CPV,401.0,674.0,-273.0
2014,1,2014-06-30,76,Australia,australia,AUS,397.0,526.0,-129.0
2014,1,2014-06-30,77,Zambia,zambia,ZAM,396.0,441.0,-45.0
2014,1,2014-06-30,78,Saudi Arabia,saudi arabia,KSA,384.0,381.0,3.0
2014,1,2014-06-30,79,Morocco,morocco,MAR,377.0,439.0,-62.0
2014,1,2014-06-30,79,Angola,angola,ANG,377.0,364.0,13.0
2014,1,2014-06-30,81,Belarus,belarus,BLR,376.0,397.0,-21.0
2014,1,2014-06-30,82,Congo,congo,CGO,375.0,393.0,-18.0
2014,1,2014-06-30,83,Jamaica,jamaica,JAM,373.0,411.0,-38.0
2014,1,2014-06-30,84,Trinidad and Tobago,trinidad and tobago,TRI,369.0,470.0,-101.0
2014,1,2014-06-30,85,Palestine,palestine,PLE,362.0,358.0,4.0
2014,1,2014-06-30,86,Qatar,qatar,QAT,361.0,339.0,22.0
2014,1,2014-06-30,87,Uganda,uganda,UGA,358.0,390.0,-32.0
2014,1,2014-06-30,88,Togo,togo,TOG,357.0,383.0,-26.0
2014,1,2014-06-30,89,Northern Ireland,northern ireland,NIR,356.0,381.0,-25.0
2014,1,2014-06-30,89,Iraq,iraq,IRQ,356.0,329.0,27.0
2014,1,2014-06-30,91,Benin,benin,BEN,354.0,386.0,-32.0
2014,1,2014-06-30,92,Estonia,estonia,EST,345.0,343.0,2.0
2014,1,2014-06-30,93,Gabon,gabon,GAB,344.0,382.0,-38.0
2014,1,2014-06-30,94,China PR,china,CHN,342.0,331.0,11.0
2014,1,2014-06-30,95,Kenya,kenya,KEN,339.0,296.0,43.0
2014,1,2014-06-30,96,Congo DR,congo dr,COD,338.0,395.0,-57.0
2014,1,2014-06-30,96,Georgia,georgia,GEO,338.0,349.0,-11.0
2014,1,2014-06-30,98,Zimbabwe,zimbabwe,ZIM,334.0,340.0,-6.0
2014,1,2014-06-30,99,Botswana,botswana,BOT,332.0,375.0,-43.0
2014,1,2014-06-30,99,Niger,niger,NIG,332.0,284.0,48.0
2014,1,2014-06-30,101,New Zealand,new zealand,NZL,330.0,347.0,-17.0
2014,1,2014-06-30,102,Moldova,moldova,MDA,325.0,334.0,-9.0
2014,1,2014-06-30,103,Latvia,latvia,LVA,314.0,293.0,21.0
2014,1,2014-06-30,104,Lithuania,lithuania,LTU,312.0,319.0,-7.0
2014,1,2014-06-30,105,Bahrain,bahrain,BHR,288.0,289.0,-1.0
2014,1,2014-06-30,106,Tanzania,tanzania,TAN,287.0,283.0,4.0
2014,1,2014-06-30,107,Kuwait,kuwait,KUW,281.0,276.0,5.0
2014,1,2014-06-30,108,Luxembourg,luxembourg,LUX,278.0,267.0,11.0
2014,1,2014-06-30,109,Rwanda,rwanda,RWA,276.0,271.0,5.0
2014,1,2014-06-30,110,Ethiopia,ethiopia,ETH,273.0,317.0,-44.0
2014,1,2014-06-30,111,Equatorial Guinea,equatorial guinea,EQG,270.0,333.0,-63.0
2014,1,2014-06-30,112,Namibia,namibia,NAM,264.0,277.0,-13.0
2014,1,2014-06-30,113,Haiti,haiti,HAI,262.0,452.0,-190.0
2014,1,2014-06-30,114,Mozambique,mozambique,MOZ,257.0,269.0,-12.0
2014,1,2014-06-30,115,Sudan,sudan,SDN,256.0,254.0,2.0
2014,1,2014-06-30,115,Liberia,liberia,LBR,256.0,271.0,-15.0
2014,1,2014-06-30,117,Central African Republic,central african republic,CTA,253.0,321.0,-68.0
2014,1,2014-06-30,118,Canada,canada,CAN,250.0,289.0,-39.0
2014,1,2014-06-30,119,Lebanon,lebanon,LIB,249.0,233.0,16.0
2014,1,2014-06-30,120,Cuba,cuba,CUB,245.0,354.0,-109.0
2014,1,2014-06-30,121,Malawi,malawi,MWI,234.0,247.0,-13.0
2014,1,2014-06-30,121,El Salvador,el salvador,SLV,234.0,481.0,-247.0
2014,1,2014-06-30,123,Aruba,aruba,ARU,233.0,254.0,-21.0
2014,1,2014-06-30,124,Tajikistan,tajikistan,TJK,232.0,229.0,3.0
2014,1,2014-06-30,125,Dominican Republic,dominican republic,DOM,230.0,212.0,18.0
2014,1,2014-06-30,126,Burundi,burundi,BDI,222.0,221.0,1.0
2014,1,2014-06-30,127,Kazakhstan,kazakhstan,KAZ,220.0,241.0,-21.0
2014,1,2014-06-30,128,Philippines,philippines,PHI,218.0,217.0,1.0
2014,1,2014-06-30,129,Afghanistan,afghanistan,AFG,217.0,215.0,2.0
2014,1,2014-06-30,129,Vietnam,vietnam,VIE,217.0,242.0,-25.0
2014,1,2014-06-30,131,Lesotho,lesotho,LES,213.0,194.0,19.0
2014,1,2014-06-30,131,Suriname,suriname,SUR,213.0,197.0,16.0
2014,1,2014-06-30,133,Mauritania,mauritania,MTN,208.0,196.0,12.0
2014,1,2014-06-30,134,Guatemala,guatemala,GUA,204.0,226.0,-22.0
2014,1,2014-06-30,135,St. Vincent / Grenadines,st vincent grenadines,VIN,203.0,203.0,0.0
